sampleID	taxon_oid	Domain	Sequencing Status	Ecosystem	Study Name	Genome Name / Sample Name	Sequencing Center	Add Date	Assembly Method	Has Coverage	Release Date	Sequencing Method	Genome Size   * assembled	Gene Count   * assembled	GC   * assembled	KO %   * assembled	richness_KO	Hypothesis	Analysis	Latitude	Longitude	Contact Email	Contact Name	JGI Data Utilization Status	JGI Data Utilization Status_GOLD_07Apr2022	PermissionNotes
X3300010414	3300010414	*Microbiome	Permanent Draft	Hydrothermal vent	"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific Ocean"	"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific ocean - Sample FS906_80_TP1_12L"	Marine Biological Laboratory	9/16/16	CLC genomics wb7	No	11/1/19	Illumina HiSeq 1000	3323211	7981	40.33491	69.18	1302	H2	Both	45.922741	-129.988104	cfortunato@gmail.com	Caroline Fortunato			Unrestricted - not sequenced at JGI
X3300010426	3300010426	*Microbiome	Permanent Draft	Hydrothermal vent	"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific Ocean"	"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific ocean - Sample FS906_80_TP1_13H"	Marine Biological Laboratory	9/21/16	CLC genomics wb7	No	11/1/19	Illumina HiSeq 1000	3064922	6824	45.84195	64.89	985	H2	Both	45.922741	-129.988104	cfortunato@gmail.com	Caroline Fortunato			Unrestricted - not sequenced at JGI
X3300010423	3300010423	*Microbiome	Permanent Draft	Hydrothermal vent	"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific Ocean"	"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific ocean - Sample FS906_80_TP1_13L"	Marine Biological Laboratory	9/16/16	CLC genomics wb7	No	11/1/19	Illumina HiSeq 1000	1411584	4122	45.32298	59.8	815	H2	Both	45.922741	-129.988104	cfortunato@gmail.com	Caroline Fortunato			Unrestricted - not sequenced at JGI
X3300010422	3300010422	*Microbiome	Permanent Draft	Hydrothermal vent	"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific Ocean"	"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific ocean - Sample FS908_80_TP1_12H"	Marine Biological Laboratory	9/16/16	CLC genomics wb7	No	11/1/19	Illumina HiSeq 1000	1458386	3755	47.21301	66.76	840	H2	Both	45.9332	-129.982268	cfortunato@gmail.com	Caroline Fortunato			Unrestricted - not sequenced at JGI
X3300010419	3300010419	*Microbiome	Permanent Draft	Hydrothermal vent	"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific Ocean"	"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific ocean - Sample FS908_80_TP1_12L"	Marine Biological Laboratory	9/16/16	CLC genomics wb7	No	11/1/19	Illumina HiSeq 1000	1111188	2480	49.0062	61.17	688	H2	Both	45.9332	-129.982268	cfortunato@gmail.com	Caroline Fortunato			Unrestricted - not sequenced at JGI
X3300010427	3300010427	*Microbiome	Permanent Draft	Hydrothermal vent	"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific Ocean"	"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific ocean - Sample FS908_80_TP1_13H"	Marine Biological Laboratory	9/21/16	CLC genomics wb7	No	11/1/19	Illumina HiSeq 1000	4097842	8907	43.60356	64.87	1073	H2	Both	45.9332	-129.982268	cfortunato@gmail.com	Caroline Fortunato			Unrestricted - not sequenced at JGI
X3300010424	3300010424	*Microbiome	Permanent Draft	Hydrothermal vent	"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific Ocean"	"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific ocean - Sample FS908_80_TP1_13L"	Marine Biological Laboratory	9/16/16	CLC genomics wb7	No	11/1/19	Illumina HiSeq 1000	1850998	4570	44.42463	63.09	814	H2	Both	45.9332	-129.982268	cfortunato@gmail.com	Caroline Fortunato			Unrestricted - not sequenced at JGI
X3300010425	3300010425	*Microbiome	Permanent Draft	Hydrothermal vent	"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific Ocean"	"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific ocean - Sample LVWS5_30_TP1_12H"	Marine Biological Laboratory	9/16/16	CLC genomics wb7	No	11/1/19	Illumina HiSeq 1000	1743078	5121	37.65471	53.11	931	H2	Both	45.933	-130.014	cfortunato@gmail.com	Caroline Fortunato			Unrestricted - not sequenced at JGI
X3300010421	3300010421	*Microbiome	Permanent Draft	Hydrothermal vent	"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific Ocean"	"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific ocean - Sample LVWS5_30_TP1_12L"	Marine Biological Laboratory	9/16/16	CLC genomics wb7	No	11/1/19	Illumina HiSeq 1000	1482593	3659	37.41276	61.68	804	H2	Both	45.933	-130.014	cfortunato@gmail.com	Caroline Fortunato			Unrestricted - not sequenced at JGI
X3300010418	3300010418	*Microbiome	Permanent Draft	Hydrothermal vent	"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific Ocean"	"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific ocean - Sample LVWS5_30_TP2_12H"	Marine Biological Laboratory	9/16/16	CLC genomics wb7	No	11/1/19	Illumina HiSeq 1000	746108	2246	39.76167	65.54	663	H2	Both	45.933	-130.014	cfortunato@gmail.com	Caroline Fortunato			Unrestricted - not sequenced at JGI
X3300010898	3300010898	*Microbiome	Permanent Draft	Hydrothermal vent	"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific Ocean"	"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific ocean - Sample FS906_80_TP1_12H"	Marine Biological Laboratory	10/5/16	CLC genomics wb7	No	3/3/20	Illumina HiSeq 1000	523868	1818	42.90088	54.79	555	H2	Both	45.922741	-129.988104	cfortunato@gmail.com	Caroline Fortunato			Unrestricted - not sequenced at JGI
X3300010920	3300010920	*Microbiome	Permanent Draft	Hydrothermal vent	"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific Ocean"	"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific ocean - Sample FS917_55_12C_TP1_10"	Marine Biological Laboratory	10/5/16	CLC genomics wb7	No	3/3/20	Illumina HiSeq 1000	3359089	6886	40.93154	50.87	1015	H2	Both	45.9332	-129.982268	cfortunato@gmail.com	Caroline Fortunato			Unrestricted - not sequenced at JGI
X3300010923	3300010923	*Microbiome	Permanent Draft	Hydrothermal vent	"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific Ocean"	"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific ocean - Sample FS917_55_12C_TP1_7"	Marine Biological Laboratory	10/5/16	CLC genomics wb7	No	3/3/20	Illumina HiSeq 1000	4087758	8576	39.44399	52.87	1135	H2	Both	45.9332	-129.982268	cfortunato@gmail.com	Caroline Fortunato			Unrestricted - not sequenced at JGI
X3300010928	3300010928	*Microbiome	Permanent Draft	Hydrothermal vent	"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific Ocean"	"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific ocean - Sample FS917_55_12C_TP1_8"	Marine Biological Laboratory	10/5/16	CLC genomics wb7	No	3/3/20	Illumina HiSeq 1000	8250382	17420	37.58055	52.2	1327	H2	Both	45.9332	-129.982268	cfortunato@gmail.com	Caroline Fortunato			Unrestricted - not sequenced at JGI
X3300010922	3300010922	*Microbiome	Permanent Draft	Hydrothermal vent	"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific Ocean"	"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific ocean - Sample FS917_55_12C_TP1_9"	Marine Biological Laboratory	10/5/16	CLC genomics wb7	No	3/3/20	Illumina HiSeq 1000	4183638	8358	40.28487	53.36	1101	H2	Both	45.9332	-129.982268	cfortunato@gmail.com	Caroline Fortunato			Unrestricted - not sequenced at JGI
X3300010902	3300010902	*Microbiome	Permanent Draft	Hydrothermal vent	"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific Ocean"	"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific ocean - Sample FS917_55_12C_TP1_INC3_10"	Marine Biological Laboratory	10/5/16	CLC genomics wb7	No	3/3/20	Illumina HiSeq 1000	1309598	2501	30.84679	53.66	884	H2	Both	45.9332	-129.982268	cfortunato@gmail.com	Caroline Fortunato			Unrestricted - not sequenced at JGI
X3300010904	3300010904	*Microbiome	Permanent Draft	Hydrothermal vent	"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific Ocean"	"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific ocean - Sample FS917_55_12C_TP1_INC3_7"	Marine Biological Laboratory	10/5/16	CLC genomics wb7	No	3/3/20	Illumina HiSeq 1000	1375686	2711	31.5841	50.42	900	H2	Both	45.9332	-129.982268	cfortunato@gmail.com	Caroline Fortunato			Unrestricted - not sequenced at JGI
X3300010906	3300010906	*Microbiome	Permanent Draft	Hydrothermal vent	"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific Ocean"	"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific ocean - Sample FS917_55_12C_TP1_INC3_8"	Marine Biological Laboratory	10/5/16	CLC genomics wb7	No	3/3/20	Illumina HiSeq 1000	1842743	3252	31.62438	46.74	989	H2	Both	45.9332	-129.982268	cfortunato@gmail.com	Caroline Fortunato			Unrestricted - not sequenced at JGI
X3300010915	3300010915	*Microbiome	Permanent Draft	Hydrothermal vent	"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific Ocean"	"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific ocean - Sample FS917_55_12C_TP1_INC3_9"	Marine Biological Laboratory	10/5/16	CLC genomics wb7	No	3/3/20	Illumina HiSeq 1000	2901246	4844	35.89696	38.11	1038	H2	Both	45.9332	-129.982268	cfortunato@gmail.com	Caroline Fortunato			Unrestricted - not sequenced at JGI
X3300010926	3300010926	*Microbiome	Permanent Draft	Hydrothermal vent	"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific Ocean"	"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific ocean - Sample FS917_55_13C_TP1_5"	Marine Biological Laboratory	10/5/16	CLC genomics wb7	No	3/3/20	Illumina HiSeq 1000	6420091	13979	34.85737	53.47	1284	H2	Both	45.9332	-129.982268	cfortunato@gmail.com	Caroline Fortunato			Unrestricted - not sequenced at JGI
X3300010930	3300010930	*Microbiome	Permanent Draft	Hydrothermal vent	"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific Ocean"	"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific ocean - Sample FS917_55_13C_TP1_6"	Marine Biological Laboratory	10/5/16	CLC genomics wb7	No	3/3/20	Illumina HiSeq 1000	12439901	25245	34.5223	48.73	1417	H2	Both	45.9332	-129.982268	cfortunato@gmail.com	Caroline Fortunato			Unrestricted - not sequenced at JGI
X3300010927	3300010927	*Microbiome	Permanent Draft	Hydrothermal vent	"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific Ocean"	"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific ocean - Sample FS917_55_13C_TP1_7"	Marine Biological Laboratory	10/5/16	CLC genomics wb7	No	3/3/20	Illumina HiSeq 1000	7388285	15131	35.99808	52.17	1267	H2	Both	45.9332	-129.982268	cfortunato@gmail.com	Caroline Fortunato			Unrestricted - not sequenced at JGI
X3300010917	3300010917	*Microbiome	Permanent Draft	Hydrothermal vent	"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific Ocean"	"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific ocean - Sample FS917_55_13C_TP1_8"	Marine Biological Laboratory	10/5/16	CLC genomics wb7	No	3/3/20	Illumina HiSeq 1000	2510603	5844	36.31391	58.09	968	H2	Both	45.9332	-129.982268	cfortunato@gmail.com	Caroline Fortunato			Unrestricted - not sequenced at JGI
X3300010925	3300010925	*Microbiome	Permanent Draft	Hydrothermal vent	"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific Ocean"	"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific ocean - Sample FS917_55_13C_TP1_INC4_6"	Marine Biological Laboratory	10/5/16	CLC genomics wb7	No	3/3/20	Illumina HiSeq 1000	4702953	9410	39.77577	44.34	1197	H2	Both	45.9332	-129.982268	cfortunato@gmail.com	Caroline Fortunato			Unrestricted - not sequenced at JGI
X3300010911	3300010911	*Microbiome	Permanent Draft	Hydrothermal vent	"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific Ocean"	"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific ocean - Sample FS917_55_13C_TP1_INC4_7"	Marine Biological Laboratory	10/5/16	CLC genomics wb7	No	3/3/20	Illumina HiSeq 1000	1817767	3728	34.16808	56.44	923	H2	Both	45.9332	-129.982268	cfortunato@gmail.com	Caroline Fortunato			Unrestricted - not sequenced at JGI
X3300010893	3300010893	*Microbiome	Permanent Draft	Hydrothermal vent	"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific Ocean"	"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific ocean - Sample FS917_55_13C_TP1_INC4_8"	Marine Biological Laboratory	10/5/16	CLC genomics wb7	No	3/3/20	Illumina HiSeq 1000	793650	1725	38.40081	53.74	554	H2	Both	45.9332	-129.982268	cfortunato@gmail.com	Caroline Fortunato			Unrestricted - not sequenced at JGI
X3300010913	3300010913	*Microbiome	Permanent Draft	Hydrothermal vent	"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific Ocean"	"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific ocean - Sample FS917_55_13C_TP1_INC4_9"	Marine Biological Laboratory	10/5/16	CLC genomics wb7	No	3/3/20	Illumina HiSeq 1000	2095668	4216	45.77944	32.76	685	H2	Both	45.9332	-129.982268	cfortunato@gmail.com	Caroline Fortunato			Unrestricted - not sequenced at JGI
X3300010919	3300010919	*Microbiome	Permanent Draft	Hydrothermal vent	"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific Ocean"	"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific ocean - Sample LVWS4_55_TP1_12H"	Marine Biological Laboratory	10/5/16	CLC genomics wb7	No	3/3/20	Illumina HiSeq 1000	1868091	6532	48.82021	32.53	1088	H2	Both	45.922741	-129.988104	cfortunato@gmail.com	Caroline Fortunato			Unrestricted - not sequenced at JGI
X3300010921	3300010921	*Microbiome	Permanent Draft	Hydrothermal vent	"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific Ocean"	"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific ocean - Sample LVWS4_55_TP1_12L"	Marine Biological Laboratory	10/5/16	CLC genomics wb7	No	3/3/20	Illumina HiSeq 1000	3886819	7633	35.90764	52.33	1229	H2	Both	45.922741	-129.988104	cfortunato@gmail.com	Caroline Fortunato			Unrestricted - not sequenced at JGI
X3300010907	3300010907	*Microbiome	Permanent Draft	Hydrothermal vent	"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific Ocean"	"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific ocean - Sample LVWS5_30_TP2_12L"	Marine Biological Laboratory	10/5/16	CLC genomics wb7	No	3/3/20	Illumina HiSeq 1000	1331412	3253	35.79455	69.32	810	H2	Both	45.933	-130.014	cfortunato@gmail.com	Caroline Fortunato			Unrestricted - not sequenced at JGI
X3300010901	3300010901	*Microbiome	Permanent Draft	Hydrothermal vent	"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific Ocean"	"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific ocean - Sample LVWS5_55_TP1_12H"	Marine Biological Laboratory	10/5/16	CLC genomics wb7	No	3/3/20	Illumina HiSeq 1000	731930	2466	48.33522	39.33	655	H2	Both	45.933	-130.014	cfortunato@gmail.com	Caroline Fortunato			Unrestricted - not sequenced at JGI
X3300010900	3300010900	*Microbiome	Permanent Draft	Hydrothermal vent	"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific Ocean"	"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific ocean - Sample LVWS5_55_TP1_12L"	Marine Biological Laboratory	10/5/16	CLC genomics wb7	No	3/3/20	Illumina HiSeq 1000	1044620	2400	37.26446	54.33	727	H2	Both	45.933	-130.014	cfortunato@gmail.com	Caroline Fortunato			Unrestricted - not sequenced at JGI
X3300010909	3300010909	*Microbiome	Permanent Draft	Hydrothermal vent	"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific Ocean"	"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific ocean - Sample LVWS5_55_TP1_13H"	Marine Biological Laboratory	10/5/16	CLC genomics wb7	No	3/3/20	Illumina HiSeq 1000	1447887	3493	35.92518	51.73	884	H2	Both	45.933	-130.014	cfortunato@gmail.com	Caroline Fortunato			Unrestricted - not sequenced at JGI
X3300010918	3300010918	*Microbiome	Permanent Draft	Hydrothermal vent	"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific Ocean"	"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific ocean - Sample LVWS6_30_TP1_12L"	Marine Biological Laboratory	10/5/16	CLC genomics wb7	No	3/3/20	Illumina HiSeq 1000	2715587	6171	42.01143	61.82	902	H2	Both	45.9332	-129.982268	cfortunato@gmail.com	Caroline Fortunato			Unrestricted - not sequenced at JGI
X3300010910	3300010910	*Microbiome	Permanent Draft	Hydrothermal vent	"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific Ocean"	"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific ocean - Sample LVWS6_30_TP1_13H"	Marine Biological Laboratory	10/5/16	CLC genomics wb7	No	3/3/20	Illumina HiSeq 1000	1700624	3663	42.18663	56.32	772	H2	Both	45.9332	-129.982268	cfortunato@gmail.com	Caroline Fortunato			Unrestricted - not sequenced at JGI
X3300010912	3300010912	*Microbiome	Permanent Draft	Hydrothermal vent	"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific Ocean"	"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific ocean - Sample LVWS6_30_TP1_13L"	Marine Biological Laboratory	10/5/16	CLC genomics wb7	No	3/3/20	Illumina HiSeq 1000	1510079	4197	43.29442	48.32	771	H2	Both	45.9332	-129.982268	cfortunato@gmail.com	Caroline Fortunato			Unrestricted - not sequenced at JGI
X3300010908	3300010908	*Microbiome	Permanent Draft	Hydrothermal vent	"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific Ocean"	"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific ocean - Sample LVWS6_55_TP1_12H"	Marine Biological Laboratory	10/5/16	CLC genomics wb7	No	3/3/20	Illumina HiSeq 1000	1053355	3299	36.37719	55.56	707	H2	Both	45.9332	-129.982268	cfortunato@gmail.com	Caroline Fortunato			Unrestricted - not sequenced at JGI
X3300010914	3300010914	*Microbiome	Permanent Draft	Hydrothermal vent	"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific Ocean"	"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific ocean - Sample LVWS6_55_TP1_12L"	Marine Biological Laboratory	10/5/16	CLC genomics wb7	No	3/3/20	Illumina HiSeq 1000	1984392	4540	36.64135	59.27	827	H2	Both	45.9332	-129.982268	cfortunato@gmail.com	Caroline Fortunato			Unrestricted - not sequenced at JGI
X3300010924	3300010924	*Microbiome	Permanent Draft	Hydrothermal vent	"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific Ocean"	"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific ocean - Sample LVWS6_55_TP1_13H"	Marine Biological Laboratory	10/5/16	CLC genomics wb7	No	3/3/20	Illumina HiSeq 1000	4193925	9099	36.31205	58.94	1156	H2	Both	45.9332	-129.982268	cfortunato@gmail.com	Caroline Fortunato			Unrestricted - not sequenced at JGI
X3300010916	3300010916	*Microbiome	Permanent Draft	Hydrothermal vent	"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific Ocean"	"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific ocean - Sample LVWS6_55_TP1_13L"	Marine Biological Laboratory	10/5/16	CLC genomics wb7	No	3/3/20	Illumina HiSeq 1000	1652681	5069	39.58332	53.42	857	H2	Both	45.9332	-129.982268	cfortunato@gmail.com	Caroline Fortunato			Unrestricted - not sequenced at JGI
X3300011091	3300011091	*Microbiome	Permanent Draft	Hydrothermal vent	"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific Ocean"	"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific ocean - Sample FS907_80_13H6 reanalysis"	Marine Biological Laboratory	11/2/16	CLC genomics wb9	No	3/3/20	Illumina HiSeq 1000	1191941	3271	51.05345	52.77	890	H2	Both	45.933	-130.014	cfortunato@gmail.com	Caroline Fortunato			Unrestricted - not sequenced at JGI
X2051774005	2051774005	*Microbiome	Permanent Draft	Cow gut	Bovine rumen microbial communities from New Zealand	Bovine rumen microbial communities from New Zealand - Cow723Adherent	AgResearch Limited	6/10/10		No	11/1/19		60002018	148992	44.23	32.9	2944	H2	Both	-40.35	175.61	christina.moon@agresearch.co.nz	Christina Moon			Unrestricted - not sequenced at JGI
X2051774006	2051774006	*Microbiome	Permanent Draft	Cow gut	Bovine rumen microbial communities from New Zealand	Bovine rumen microbial communities from New Zealand - Cows722+723Associated	AgResearch Limited	6/10/10		No	11/1/19		57528275	142445	44.15	32.95	2921	H2	Both	-40.35	175.61	christina.moon@agresearch.co.nz	Christina Moon			Unrestricted - not sequenced at JGI
X3300010967	3300010967	*Microbiome	Permanent Draft	Hydrothermal vent	Inactive Hydrothermal Chimney Metagenome Study	"Microbial communities from the inside layer of the microbial mat covering an inactive hydrothermal chimney from the Kolumbo submarine volcano, Santorini, Greece - V16_c.in"	Hellenic Centre for Marine Research (HCMR)	10/14/16	MIRA 4.9.5_2	Yes	3/3/20	Illumina MiSeq	181380085	307763	52.66663	43.26	4655	H2	Both	36.52	25.48	ch.christakis@yahoo.gr	Christos Christakis			Unrestricted - not sequenced at JGI
X3300010968	3300010968	*Microbiome	Permanent Draft	Hydrothermal vent	Inactive Hydrothermal Chimney Metagenome Study	"Microbial communities from the middle layer of the microbial mat covering an inactive hydrothermal chimney from the Kolumbo submarine volcano, Santorini, Greece - V16_c.mid"	Hellenic Centre for Marine Research (HCMR)	10/14/16	MIRA 4.9.5_2	Yes	3/3/20	Illumina MiSeq	207028785	336102	54.01965	40.78	4700	H2	Both	36.52	25.48	ch.christakis@yahoo.gr	Christos Christakis			Unrestricted - not sequenced at JGI
X3300010969	3300010969	*Microbiome	Permanent Draft	Hydrothermal vent	Inactive Hydrothermal Chimney Metagenome Study	"Microbial communities from the outside layer of the microbial mat covering an inactive hydrothermal chimney from the Kolumbo submarine volcano, Santorini, Greece - V16_c.out"	Hellenic Centre for Marine Research (HCMR)	10/14/16	MIRA 4.9.5_2	Yes	3/3/20	Illumina MiSeq	196554973	340534	51.25102	43.2	4607	H2	Both	36.52	25.48	ch.christakis@yahoo.gr	Christos Christakis			Unrestricted - not sequenced at JGI
X3300006076	3300006076	*Microbiome	Permanent Draft	Hydrothermal vent	"Microbial communities in diffuse hydrothermal fluids of Manus Basin, Bismarck Sea"	"Microbial communities in diffuse hydrothermal fluids of Manus Basin, Bismarck Sea - fluid A"	Max Planck Institute for Plant Breeding Research	10/16/15	idba_ud v 1.1.1	Yes	11/1/19		448592571	663533	42.32377	44.92	5862	H2	Both	-3.7999163	152.1008595	"dmeier@mpi-bremen.de, dimitri.meier@univie.ac.at"	Dimitri Meier			Unrestricted - not sequenced at JGI
X3300006077	3300006077	*Microbiome	Permanent Draft	Hydrothermal vent	"Microbial communities in diffuse hydrothermal fluids of Manus Basin, Bismarck Sea"	"Microbial communities in diffuse hydrothermal fluids of Manus Basin, Bismarck Sea - fluid B"	Max Planck Institute for Plant Breeding Research	10/16/15	idba_ud v 1.1.1	Yes	11/1/19		528852717	771392	41.43302	46.57	5821	H2	Both	-3.7992608	152.1013353	"dmeier@mpi-bremen.de, dimitri.meier@univie.ac.at"	Dimitri Meier			Unrestricted - not sequenced at JGI
X3300006078	3300006078	*Microbiome	Permanent Draft	Hydrothermal vent	"Microbial communities in diffuse hydrothermal fluids of Manus Basin, Bismarck Sea"	"Microbial communities in diffuse hydrothermal fluids of Manus Basin, Bismarck Sea - fluid C"	Max Planck Institute for Plant Breeding Research	10/16/15	idba_ud v 1.1.1	Yes	11/1/19		352320966	649200	36.42786	14.92	7735	H2	Both	-3.728333	151.672394	"dmeier@mpi-bremen.de, dimitri.meier@univie.ac.at"	Dimitri Meier			Unrestricted - not sequenced at JGI
X3300006079	3300006079	*Microbiome	Permanent Draft	Hydrothermal vent	"Microbial communities in diffuse hydrothermal fluids of Manus Basin, Bismarck Sea"	"Microbial communities in diffuse hydrothermal fluids of Manus Basin, Bismarck Sea - fluid D"	Max Planck Institute for Plant Breeding Research	10/16/15	idba_ud v 1.1.1	Yes	11/1/19		325976007	598534	36.54421	15.81	7398	H2	Both	-3.7282978	151.672495	"dmeier@mpi-bremen.de, dimitri.meier@univie.ac.at"	Dimitri Meier			Unrestricted - not sequenced at JGI
X3300006080	3300006080	*Microbiome	Permanent Draft	Hydrothermal vent	"Microbial communities in diffuse hydrothermal fluids of Manus Basin, Bismarck Sea"	"Microbial communities in diffuse hydrothermal fluids of Manus Basin, Bismarck Sea - fluid E"	Max Planck Institute for Plant Breeding Research	10/16/15	idba_ud v 1.1.1	Yes	11/1/19		504328220	863594	40.59532	18.72	8348	H2	Both	-3.720639	151.675313	"dmeier@mpi-bremen.de, dimitri.meier@univie.ac.at"	Dimitri Meier			Unrestricted - not sequenced at JGI
X3300021791	3300021791	*Microbiome	Permanent Draft	Hydrothermal vent	Characterization of microbial community from Mariana Back Arc	"Hydrothermal fluids microbial communities from Mariana Back-Arc Basin vent fields, Pacific Ocean - Daikoku_FS921 150_kmer"	Marine Biological Laboratory	11/16/17	IDBA-UD	No	4/17/19	Illumina NextSeq	753242140	1662468	44.1	36.37	6704	H2	Both	21.3250983	144.1916296	eliztr@gmail.com	Elizabeth Trembath-Reichert			Unrestricted - not sequenced at JGI
