"","Plot","Easting","Northing","Site","Hyphae","Vesicles","Arbuscules","AM","DSE","NM","Colonization","AM_Present","DS_Present","Olpidium","Species","Family","Class","Type","Group","Stems_2008","Stems_2015","Stem_Change","Density","Rich_2015","PCo1","PCo2","Elevation","Snowpack","Moisture","Sand","MBC","DOC7","TDN7","TDP","TDIP","pH","Spores","AG","BG","BXYL","CBH","LAP","NAG","PHOS","BG.NAG","NAG.PHOS","Glomeromycota","Pleosporales","Microascales","Xylariales","Pezizales","Dothideales","Leotiales","Chaetothyriales","Eurotiales","Onygenales","Saccharomycetales","Taphrinales","Ambispora","Archaeospora","Acaulospora","Diversispora","Entrophospora","Gigaspora","Scutellospora","Glomus","Paraglomus","Herpotrichia","Leptosphaeria","Pleospora","Xylaria","Dothidea","Cudonia","Sclerotinia","Spathularia","Capronia","Elaphomyces","Debaryomyces","Taphrina","Alternaria","Aspergillus","Phialocephala","Phialophora","Shannon","DOC15","TDN15","Mean.Snow","Trend.Snow","CV.Snow","Julian","AMlogit","DSElogit","DensityLog","TDPlog","TDNlog","DSE_Curve"
"108",108,446703,4434318,"D",12,1,0,12,0,88,12,1,0,0,"CARPHA","Cyperaceae","Graminoid","Sedge","Sedge",NA,120,NA,38,20,0.205885347,-0.061555293,3759.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.04,NA,NA,163.09,-5.8,0.45,229,-1.82362057129704,-3.66356164612965,3.63758615972639,NA,NA,3.99370843372298
"109",108,446703,4434318,"D",0,0,0,0,0,100,0,0,0,0,"CARSPP","Cyperaceae","Graminoid","Sedge","Sedge",NA,120,NA,38,20,0.205885347,-0.061555293,3759.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.04,NA,NA,163.09,-5.8,0.45,229,-3.66356164612965,-3.66356164612965,3.63758615972639,NA,NA,3.99370843372298
"110",108,446703,4434318,"D",4,3,0,4,2,97,3,1,1,0,"GEUROS","Rosaceae","Forb","Forb","Forb",NA,120,NA,38,20,0.205885347,-0.061555293,3759.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.04,NA,NA,163.09,-5.8,0.45,229,-2.69954855584689,-3.07856827913314,3.63758615972639,NA,NA,3.99370843372298
"111",108,446703,4434318,"D",0,0,0,0,30,70,30,0,1,0,"TRISPI","Poaceae","Graminoid","Grass","Grass",NA,120,NA,38,20,0.205885347,-0.061555293,3759.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.04,NA,NA,163.09,-5.8,0.45,229,-3.66356164612965,-0.800119300112113,3.63758615972639,NA,NA,3.99370843372299
"62",71,445443,4433756,"A",1,0,0,1,0,99,1,1,0,0,"CARPYR","Cyperaceae","Graminoid","Sedge","Sedge",NA,132,NA,42,14,0.221301211,-0.034804737,3760.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.82,NA,NA,188.5,-5.56,0.39,230,-3.33168677783125,-3.66356164612965,3.73766961828337,NA,NA,3.97960443487899
"63",71,445443,4433756,"A",0,5,0,5,0,95,5,1,0,0,"DESCES","Poaceae","Graminoid","Grass","Grass",NA,132,NA,42,14,0.221301211,-0.034804737,3760.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.82,NA,NA,188.5,-5.56,0.39,230,-2.54890623262096,-3.66356164612965,3.73766961828337,NA,NA,3.97960443487899
"64",71,445443,4433756,"A",0,0,0,0,13,87,13,0,1,0,"FESBRA","Poaceae","Graminoid","Grass","Grass",NA,132,NA,42,14,0.221301211,-0.034804737,3760.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.82,NA,NA,188.5,-5.56,0.39,230,-3.66356164612965,-1.74641454185999,3.73766961828337,NA,NA,3.97960443487899
"112",109,446646,4434310,"D",4,0,0,4,0,96,4,1,0,0,"CARHET","Cyperaceae","Graminoid","Sedge","Sedge",32,123,91,39,14,0.196781859,-0.047839879,3763.8,179.827,2.04,70,12.759,51.79867069,8.422047241,4.33,6.4,4.58,5,0.881411465,33.43350236,4.438048717,4.912597302,0.616232388,4.86819343,62.72952759,6.867743207,0.077606091,0.009080156,0.034720289,0,3.48e-05,0.001774283,0,0.002052602,0.019969385,0.001182856,0.008349569,0.00010437,0,0,0,0,0.000347899,0,0,0,0.000765377,0,0,0,0,0,0,0,0,0,0.000382689,0,0,0,0,0,6.96e-05,0,1.89,31.37,2.57,159.6,-6.72,0.51,229,-2.69954855584689,-3.66356164612965,3.66356164612965,1.4655675420144,0.943905898907128,3.93419334004117
"113",109,446646,4434310,"D",12,4,0,12,1,87,13,1,1,0,"CARPYR","Cyperaceae","Graminoid","Sedge","Sedge",32,123,91,39,14,0.196781859,-0.047839879,3763.8,179.827,2.04,70,12.759,51.79867069,8.422047241,4.33,6.4,4.58,5,0.881411465,33.43350236,4.438048717,4.912597302,0.616232388,4.86819343,62.72952759,6.867743207,0.077606091,0.009080156,0.034720289,0,3.48e-05,0.001774283,0,0.002052602,0.019969385,0.001182856,0.008349569,0.00010437,0,0,0,0,0.000347899,0,0,0,0.000765377,0,0,0,0,0,0,0,0,0,0.000382689,0,0,0,0,0,6.96e-05,0,1.89,31.37,2.57,159.6,-6.72,0.51,229,-1.82362057129704,-3.33168677783125,3.66356164612965,1.4655675420144,0.943905898907128,3.93419334004117
"100",104,446754,4434370,"D",1,0,0,1,0,99,1,1,0,0,"KOBMYO","Cyperaceae","Graminoid","Sedge","Sedge",113,236,123,75,19,0.338016246,0.291501583,3769.2,169.397,2.04,74,62.713,60.36931604,9.114925592,4.41,0,4.6,16,7.930088101,122.1857188,23.39462828,32.90613301,0.553007119,20.84131551,172.3032875,5.862668253,0.120957155,0.005540068,0.102403049,3.53e-05,0.000105861,0.051871979,0.000988038,0.000529306,0.039203924,0.003916864,0,0.000247009,0.001411482,0,7.06e-05,0,0.001093899,0,3.53e-05,0.000564593,0,0,0,0.000952751,0,0,0,0,0.003563993,0,0.017431808,0,0,0.000635167,0,0,0.004481457,0,1.69,24.93,4.12,169.47,0.49,0.46,229,-3.33168677783125,-3.66356164612965,4.31748811353631,1.48387468945875,1.41585316336144,3.88181682028816
"61",70,445386,4433732,"A",0,0,0,0,1,99,1,0,1,0,"FESBRA","Poaceae","Graminoid","Grass","Grass",NA,80,NA,25,6,0.085438101,-0.209753743,3772.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.29,NA,NA,158.69,-2.64,0.52,230,-3.66356164612965,-3.33168677783125,3.2188758248682,NA,NA,3.85910727873271
"117",112,446496,4434273,"D",14,0,0,14,1,85,15,1,1,0,"CARALB","Cyperaceae","Graminoid","Sedge","Sedge",54,122,68,39,14,0.224008855,-0.00917829,3778.7,190.418,3.09,74,117.042,46.23341614,6.487721314,3.52,5.7,4.73,64,6.251619466,131.7699839,22.95378508,42.76200762,0.449367397,46.00829357,166.420909,2.864048494,0.276457411,0.056056056,0.018018018,0,0,0,0,0,0.003003003,0,0.024024024,0.007007007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,25.72,4.14,155.06,-6.66,0.6,229,-1.67318498121536,-3.33168677783125,3.66356164612965,1.25846098961001,1.42069578783722,3.8355168594133
"118",112,446496,4434273,"D",3,0,0,3,5,92,8,1,1,0,"DESCES","Poaceae","Graminoid","Grass","Grass",54,122,68,39,14,0.224008855,-0.00917829,3778.7,190.418,3.09,74,117.042,46.23341614,6.487721314,3.52,5.7,4.73,64,6.251619466,131.7699839,22.95378508,42.76200762,0.449367397,46.00829357,166.420909,2.864048494,0.276457411,0.056056056,0.018018018,0,0,0,0,0,0.003003003,0,0.024024024,0.007007007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,25.72,4.14,155.06,-6.66,0.6,229,-2.87308931674742,-2.54890623262096,3.66356164612965,1.25846098961001,1.42069578783722,3.8355168594133
"119",112,446496,4434273,"D",12,1,0,12,4,84,16,1,1,0,"ERISIM","Asteraceae","Forb","Forb","Forb",54,122,68,39,14,0.224008855,-0.00917829,3778.7,190.418,3.09,74,117.042,46.23341614,6.487721314,3.52,5.7,4.73,64,6.251619466,131.7699839,22.95378508,42.76200762,0.449367397,46.00829357,166.420909,2.864048494,0.276457411,0.056056056,0.018018018,0,0,0,0,0,0.003003003,0,0.024024024,0.007007007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,25.72,4.14,155.06,-6.66,0.6,229,-1.82362057129704,-2.69954855584689,3.66356164612965,1.25846098961001,1.42069578783722,3.8355168594133
"114",111,446537,4434292,"D",20,0,0,20,2,78,22,1,1,0,"CARALB","Cyperaceae","Graminoid","Sedge","Sedge",39,105,66,33,13,0.129876914,-0.098595304,3779.5,207.179,1.01,70,41.902,74.87739067,11.37218779,4.85,0,4.61,40,3.430679946,95.40948912,7.606409136,18.604489,0.469578598,11.8264395,100.8147326,8.067473657,0.117308643,0.001312944,0.144501081,0.000231696,0.000308928,0.003629904,0.000154464,0.000463392,0.06085882,0.000463392,0,0.000463392,0.000231696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001776336,0,0,0,0,0,0.002548656,0,1.81,14.89,2.19,181.99,-4.86,0.46,229,-1.29504568965475,-3.07856827913314,3.49650756146648,1.57897870494939,0.783901543828409,3.83428661100658
"115",111,446537,4434292,"D",2,6,0,6,1,91,9,1,1,0,"DESCES","Poaceae","Graminoid","Grass","Grass",39,105,66,33,13,0.129876914,-0.098595304,3779.5,207.179,1.01,70,41.902,74.87739067,11.37218779,4.85,0,4.61,40,3.430679946,95.40948912,7.606409136,18.604489,0.469578598,11.8264395,100.8147326,8.067473657,0.117308643,0.001312944,0.144501081,0.000231696,0.000308928,0.003629904,0.000154464,0.000463392,0.06085882,0.000463392,0,0.000463392,0.000231696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001776336,0,0,0,0,0,0.002548656,0,1.81,14.89,2.19,181.99,-4.86,0.46,229,-2.41547814335624,-3.33168677783125,3.49650756146648,1.57897870494939,0.783901543828409,3.83428661100658
"116",111,446537,4434292,"D",1,10,0,10,0.5,90,10,1,1,0,"SENFRE","Asteraceae","Forb","Forb","Forb",39,105,66,33,13,0.129876914,-0.098595304,3779.5,207.179,1.01,70,41.902,74.87739067,11.37218779,4.85,0,4.61,40,3.430679946,95.40948912,7.606409136,18.604489,0.469578598,11.8264395,100.8147326,8.067473657,0.117308643,0.001312944,0.144501081,0.000231696,0.000308928,0.003629904,0.000154464,0.000463392,0.06085882,0.000463392,0,0.000463392,0.000231696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001776336,0,0,0,0,0,0.002548656,0,1.81,14.89,2.19,181.99,-4.86,0.46,229,-1.99243016469021,-3.48472463825738,3.49650756146648,1.57897870494939,0.783901543828409,3.83428661100658
"97",103,446666,4434351,"D",6,0,0,6,0,94,6,1,0,0,"ERISIM","Asteraceae","Forb","Forb","Forb",16,25,9,8,8,-0.33911903,-0.009571152,3784.7,169.23,1.01,65,102.949,29.33847936,5.090909091,3.96,5.26,4.7,86,3.716255652,117.6374103,15.47091159,19.37411739,0.181630944,18.36895732,124.2813431,6.404141958,0.147801407,0.004693262,0.055983909,0.005922449,0.000111744,0.001899654,0,0.012068388,0.068275785,0.00257012,0,0.000111744,0.000893955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004581517,0,0.007933847,0,0,0,0,0,0.001676165,0,1.59,41.47,7.17,147.93,-5.02,0.57,229,-2.41547814335624,-3.66356164612965,2.07944154167984,1.37624402526639,1.96990565461153,3.83639476636666
"98",103,446666,4434351,"D",3,0.5,0,3,21,76,24,1,1,0,"FESBRA","Poaceae","Graminoid","Grass","Grass",16,25,9,8,8,-0.33911903,-0.009571152,3784.7,169.23,1.01,65,102.949,29.33847936,5.090909091,3.96,5.26,4.7,86,3.716255652,117.6374103,15.47091159,19.37411739,0.181630944,18.36895732,124.2813431,6.404141958,0.147801407,0.004693262,0.055983909,0.005922449,0.000111744,0.001899654,0,0.012068388,0.068275785,0.00257012,0,0.000111744,0.000893955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004581517,0,0.007933847,0,0,0,0,0,0.001676165,0,1.59,41.47,7.17,147.93,-5.02,0.57,229,-2.87308931674742,-1.23963227543428,2.07944154167984,1.37624402526639,1.96990565461153,3.83639476636666
"99",103,446666,4434351,"D",4,0.5,0,4,7,89,11,1,1,0,"OXYDIG","Polygonaceae","Forb","Forb","Forb",16,25,9,8,8,-0.33911903,-0.009571152,3784.7,169.23,1.01,65,102.949,29.33847936,5.090909091,3.96,5.26,4.7,86,3.716255652,117.6374103,15.47091159,19.37411739,0.181630944,18.36895732,124.2813431,6.404141958,0.147801407,0.004693262,0.055983909,0.005922449,0.000111744,0.001899654,0,0.012068388,0.068275785,0.00257012,0,0.000111744,0.000893955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004581517,0,0.007933847,0,0,0,0,0,0.001676165,0,1.59,41.47,7.17,147.93,-5.02,0.57,229,-2.69954855584689,-2.29545591555475,2.07944154167984,1.37624402526639,1.96990565461153,3.83639476636666
"71",77,445320,4433677,"A",1,0,0,1,3,96,4,1,1,0,"CARSCO","Cyperaceae","Graminoid","Sedge","Sedge",NA,105,NA,33,11,0.201306993,-0.089260619,3785.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.69,NA,NA,101.17,-2.19,0.54,235,-3.33168677783125,-2.87308931674742,3.49650756146648,NA,NA,3.8390851471837
"72",77,445320,4433677,"A",0,1,0,1,4,95,5,1,1,0,"FESBRA","Poaceae","Graminoid","Grass","Grass",NA,105,NA,33,11,0.201306993,-0.089260619,3785.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.69,NA,NA,101.17,-2.19,0.54,235,-3.33168677783125,-2.69954855584689,3.49650756146648,NA,NA,3.8390851471837
"73",77,445320,4433677,"A",5,5,0,5,0,94,6,1,0,0,"GEUROS","Rosaceae","Forb","Forb","Forb",NA,105,NA,33,11,0.201306993,-0.089260619,3785.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.69,NA,NA,101.17,-2.19,0.54,235,-2.54890623262096,-3.66356164612965,3.49650756146648,NA,NA,3.8390851471837
"68",75,445494,4433834,"A",3,0,0,3,0,97,3,1,0,0,"CARALB","Cyperaceae","Graminoid","Sedge","Sedge",32,177,145,56,19,0.284822635,0.068733461,3789.5,149.521,11.11,37,199.169,57.9769575,9.003831849,1.48,5.56,4.65,30,9.283288232,226.7612743,32.92031325,53.90703214,1.606222746,27.40041956,267.0924174,8.275832193,0.102587785,0.027146592,0.134275085,0,0.000100543,0.001407601,0.000452443,0.000100543,0.14060929,0.003820631,5.03e-05,0.000150814,0.000251357,0,0,0.000452443,0,0,0,0.000201086,0.000100543,0.00447416,0,0.001005429,0,0,0,0,0.001960587,0,0.000301629,0,0,0,0.000201086,0,0,0,1.94,9.96,1.92,190.09,-1.31,0.51,228,-2.87308931674742,-3.66356164612965,4.02535169073515,0.392042087776024,0.65232518603969,3.85388655593358
"69",75,445494,4433834,"A",0,0,0,0,0.5,99.5,0.5,0,1,0,"CARPYR","Cyperaceae","Graminoid","Sedge","Sedge",32,177,145,56,19,0.284822635,0.068733461,3789.5,149.521,11.11,37,199.169,57.9769575,9.003831849,1.48,5.56,4.65,30,9.283288232,226.7612743,32.92031325,53.90703214,1.606222746,27.40041956,267.0924174,8.275832193,0.102587785,0.027146592,0.134275085,0,0.000100543,0.001407601,0.000452443,0.000100543,0.14060929,0.003820631,5.03e-05,0.000150814,0.000251357,0,0,0.000452443,0,0,0,0.000201086,0.000100543,0.00447416,0,0.001005429,0,0,0,0,0.001960587,0,0.000301629,0,0,0,0.000201086,0,0,0,1.94,9.96,1.92,190.09,-1.31,0.51,228,-3.66356164612965,-3.48472463825738,4.02535169073515,0.392042087776024,0.65232518603969,3.85388655593358
"70",75,445494,4433834,"A",1,7,0,7,1,91,9,1,1,0,"DESCES","Poaceae","Graminoid","Grass","Grass",32,177,145,56,19,0.284822635,0.068733461,3789.5,149.521,11.11,37,199.169,57.9769575,9.003831849,1.48,5.56,4.65,30,9.283288232,226.7612743,32.92031325,53.90703214,1.606222746,27.40041956,267.0924174,8.275832193,0.102587785,0.027146592,0.134275085,0,0.000100543,0.001407601,0.000452443,0.000100543,0.14060929,0.003820631,5.03e-05,0.000150814,0.000251357,0,0,0.000452443,0,0,0,0.000201086,0.000100543,0.00447416,0,0.001005429,0,0,0,0,0.001960587,0,0.000301629,0,0,0,0.000201086,0,0,0,1.94,9.96,1.92,190.09,-1.31,0.51,228,-2.29545591555475,-3.33168677783125,4.02535169073515,0.392042087776024,0.65232518603969,3.85388655593358
"58",69,445275,4433621,"A",0,0,0,0,2,98,2,0,1,0,"FESBRA","Poaceae","Graminoid","Grass","Grass",NA,150,NA,48,6,0.29788219,-0.010425177,3790.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.42,NA,NA,153.88,-5.84,0.48,235,-3.66356164612965,-3.07856827913314,3.87120101090789,NA,NA,3.86179952672441
"60",69,445275,4433621,"A",0,0,0,0,2,98,2,0,1,0,"TRISPI","Poaceae","Graminoid","Grass","Grass",NA,150,NA,48,6,0.29788219,-0.010425177,3790.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.42,NA,NA,153.88,-5.84,0.48,235,-3.66356164612965,-3.07856827913314,3.87120101090789,NA,NA,3.86179952672441
"65",74,445443,4433819,"A",15,7,0,15,27,60,40,1,1,0,"ERISIM","Asteraceae","Forb","Forb","Forb",94,265,171,84,23,0.354391478,0.260379442,3794.2,149.44,12.36,59,197.967,97.94487281,15.82043779,7.62,13.64,4.4,21,NA,342.3027187,84.25448246,86.80351648,2.307749573,49.59278403,374.1275446,6.902268655,0.132555822,0.026930552,0.04101059,0.000356959,3.97e-05,0.002895332,0,0.003490263,0.060960616,0.001229524,0.001943442,0.063816285,0.000356959,0.00420418,0,0.000277635,7.93e-05,3.97e-05,0,0,0,0,0,0.001229524,0,0,0,0,0.000396621,0,0.012374569,0,0,3.97e-05,0,0,0.00896363,0,2.09,17.54,2.29,183.88,-4.36,0.63,230,-1.60344987058948,-0.937033257939334,4.43081679884331,2.03077636969855,0.828551817566148,3.88547476592913
"66",74,445443,4433819,"A",10,21,0,21,8,63,37,1,1,0,"GEUROS","Rosaceae","Forb","Forb","Forb",94,265,171,84,23,0.354391478,0.260379442,3794.2,149.44,12.36,59,197.967,97.94487281,15.82043779,7.62,13.64,4.4,21,NA,342.3027187,84.25448246,86.80351648,2.307749573,49.59278403,374.1275446,6.902268655,0.132555822,0.026930552,0.04101059,0.000356959,3.97e-05,0.002895332,0,0.003490263,0.060960616,0.001229524,0.001943442,0.063816285,0.000356959,0.00420418,0,0.000277635,7.93e-05,3.97e-05,0,0,0,0,0,0.001229524,0,0,0,0,0.000396621,0,0.012374569,0,0,3.97e-05,0,0,0.00896363,0,2.09,17.54,2.29,183.88,-4.36,0.63,230,-1.23963227543428,-2.18616251763036,4.43081679884331,2.03077636969855,0.828551817566148,3.88547476592913
"67",74,445443,4433819,"A",4,2,0,4,3,91,9,1,1,0,"SILACA","Caryophyllaceae","Forb","Forb","Forb",94,265,171,84,23,0.354391478,0.260379442,3794.2,149.44,12.36,59,197.967,97.94487281,15.82043779,7.62,13.64,4.4,21,NA,342.3027187,84.25448246,86.80351648,2.307749573,49.59278403,374.1275446,6.902268655,0.132555822,0.026930552,0.04101059,0.000356959,3.97e-05,0.002895332,0,0.003490263,0.060960616,0.001229524,0.001943442,0.063816285,0.000356959,0.00420418,0,0.000277635,7.93e-05,3.97e-05,0,0,0,0,0,0.001229524,0,0,0,0,0.000396621,0,0.012374569,0,0,3.97e-05,0,0,0.00896363,0,2.09,17.54,2.29,183.88,-4.36,0.63,230,-2.69954855584689,-2.87308931674742,4.43081679884331,2.03077636969855,0.828551817566148,3.88547476592913
"92",99,446449,4434260,"D",19,0,0,19,0,81,19,1,0,0,"ANTMED","Asteraceae","Forb","Forb","Forb",55,90,35,29,15,0.150777022,-0.127949655,3794.5,190.603,2.04,72,0.451,38.48846432,6.823563066,4,6.81,4.76,13,1.25573209,28.92259069,2.259643997,6.265499749,0.504933795,6.41295294,45.67198804,4.510026966,0.140413265,0.010758976,0.241550696,5.85e-05,0.000116945,0.000760145,0.000292363,0.002748217,0.019003625,0.000526254,0.000175418,0.000350836,0.001403345,0,0,0,0.001403345,0,0,0,0,0.001695708,0,0.000175418,0,5.85e-05,0,0,0.000233891,0,0.000701672,0,0,0.001344872,5.85e-05,0,0,0,1.94,25.18,3.49,156.34,-5.75,0.68,229,-1.35226695204048,-3.66356164612965,3.36729582998647,1.38629436111989,1.24990173621434,3.88797684090232
"93",99,446449,4434260,"D",6,4,0,6,3,91,9,1,1,0,"DESCES","Poaceae","Graminoid","Grass","Grass",55,90,35,29,15,0.150777022,-0.127949655,3794.5,190.603,2.04,72,0.451,38.48846432,6.823563066,4,6.81,4.76,13,1.25573209,28.92259069,2.259643997,6.265499749,0.504933795,6.41295294,45.67198804,4.510026966,0.140413265,0.010758976,0.241550696,5.85e-05,0.000116945,0.000760145,0.000292363,0.002748217,0.019003625,0.000526254,0.000175418,0.000350836,0.001403345,0,0,0,0.001403345,0,0,0,0,0.001695708,0,0.000175418,0,5.85e-05,0,0,0.000233891,0,0.000701672,0,0,0.001344872,5.85e-05,0,0,0,1.94,25.18,3.49,156.34,-5.75,0.68,229,-2.41547814335624,-2.87308931674742,3.36729582998647,1.38629436111989,1.24990173621434,3.88797684090232
"94",99,446449,4434260,"D",0,0,0,0,0.5,99.5,0.5,0,1,0,"FESBRA","Poaceae","Graminoid","Grass","Grass",55,90,35,29,15,0.150777022,-0.127949655,3794.5,190.603,2.04,72,0.451,38.48846432,6.823563066,4,6.81,4.76,13,1.25573209,28.92259069,2.259643997,6.265499749,0.504933795,6.41295294,45.67198804,4.510026966,0.140413265,0.010758976,0.241550696,5.85e-05,0.000116945,0.000760145,0.000292363,0.002748217,0.019003625,0.000526254,0.000175418,0.000350836,0.001403345,0,0,0,0.001403345,0,0,0,0,0.001695708,0,0.000175418,0,5.85e-05,0,0,0.000233891,0,0.000701672,0,0,0.001344872,5.85e-05,0,0,0,1.94,25.18,3.49,156.34,-5.75,0.68,229,-3.66356164612965,-3.48472463825738,3.36729582998647,1.38629436111989,1.24990173621434,3.88797684090232
"95",101,446558,4434331,"D",0,0,0,0,1,99,1,0,1,0,"MINOBT","Caryophyllaceae","Forb","Forb","Forb",3,64,61,20,6,-0.043209756,-0.219259861,3798.6,186.165,5.26,54,304.09,52.70158527,6.479396084,2.86,4.69,5.43,5,1.991028052,30.15248133,1.917334533,6.958458201,0.461566159,5.920005989,49.85630921,5.093319396,0.118741361,0.002015054,0.196230664,0.005452498,0.000237065,0.005630297,0,0,0.072067801,0.000355598,0,5.93e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,5.93e-05,0,0,0.000177799,0,0.006045161,0,0,0,0.000118533,0,0,0,1.42,17.57,1.91,174.14,-4.7,0.47,229,-3.66356164612965,-3.33168677783125,2.99573227355399,1.05082162483176,0.647103242058538,3.9280144953709
"96",101,446558,4434331,"D",0.5,0,0,0.5,0,99.5,0.5,1,0,0,"SENFRE","Asteraceae","Forb","Forb","Forb",3,64,61,20,6,-0.043209756,-0.219259861,3798.6,186.165,5.26,54,304.09,52.70158527,6.479396084,2.86,4.69,5.43,5,1.991028052,30.15248133,1.917334533,6.958458201,0.461566159,5.920005989,49.85630921,5.093319396,0.118741361,0.002015054,0.196230664,0.005452498,0.000237065,0.005630297,0,0,0.072067801,0.000355598,0,5.93e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,5.93e-05,0,0,0.000177799,0,0.006045161,0,0,0,0.000118533,0,0,0,1.42,17.57,1.91,174.14,-4.7,0.47,229,-3.48472463825738,-3.66356164612965,2.99573227355399,1.05082162483176,0.647103242058538,3.9280144953709
