Taxon	S.0	S.30	S.56	S.63	S.65	S.66	S.74	S.89	S.95	S.99	S.104	S.106	S.107	S.119	S.120	S.132	S.137	S.139	S.157	S.159	S.89.15	S.107.15	S.119.15	S.137.15
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolinaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Ardenscatenales;f__Ardenscatenaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__CFB-26;f__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.25E-05	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Caldilineales;f__Caldilineaceae	0.000757596	0.000304493	0.000578324	2.50E-05	2.08E-05	0	0.000230974	0.000424493	0	0.001207323	0.000173247	0	0.000216441	0	0.00063055	0.000125897	0.000110941	0.000180131	0.000457852	0	0.000141612	0.000249612	0.000266365	0.000133833
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__H39;f__	5.22E-05	0.000695985	0.00023133	0.000100165	0	0.00021398	0.00034646	3.54E-05	0.00036324	8.42E-05	0.000307994	0.000191079	0.000692611	0	0.002653565	0.000100718	0.001619739	0.000810592	0.000457852	0	0.003520058	0.001016278	0.000599321	0.000267666
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__SBR1031;Other	0.000470232	0.001348471	0	5.01E-05	2.08E-05	0	0.000115487	0	0	0.000112309	0	0	0.00047617	0.000183632	0.000105092	0.000100718	0.000465952	0	0.00040698	0	6.07E-05	0.000231783	0.00029966	0.000200749
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__SBR1031;f__A4b	0.000365736	0	0.00198558	0	4.16E-05	0	0	0	0.00145296	0.000449236	0	0.000109188	4.33E-05	3.06E-05	0.001970469	0.001309329	0.000332823	0	0	0	0.000768748	0.000124806	0.002896717	0.000267666
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__SBR1031;f__oc28	0.001253951	0.003958415	0.000636157	0	0.00012474	0.001248217	0.002425222	0.000459868	0.00108972	0.00154425	0.001328226	0.000873505	0.001688239	0.000153027	0.002758657	0.003248143	0.002485078	0.002792038	0.00236557	0.000985798	0.003600979	0.002959688	0.003862289	0.001940578
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__SHA-20;f__	0.003422242	0.001196224	5.78E-05	0.003280413	4.16E-05	0.000392297	0.001241483	0.003077576	0.00072648	0.00092655	0.000500491	2.73E-05	0.005367733	0.000183632	0.00233829	0.000302153	0.002995407	0.000720526	0.0035102	0	0.001921871	0.00447519	0.00332956	0.002074411
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__SJA-15;f__	0	0	0	0	0	0	0	3.54E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__WCHB1-50;f__	0.000705348	2.17E-05	0.000578324	0	6.24E-05	0.000142653	0.001125996	0.001131982	0	0.000112309	0.000250245	8.19E-05	0.000389594	3.06E-05	0.000656823	0.000201435	0.000665646	0.000720526	0.00061047	0	0.000161842	0.002175192	0.000799094	0.000602248
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__envOPS12;f__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.07E-05	0	6.66E-05	0
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__pLW-97;f__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.63E-05	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Chloroflexi;c__C0119;o__;f__	0.012617884	0.005198138	0.00956163	0.017028096	0.006632017	0.003851641	0.007073565	0.007216385	0.011623683	0.017211366	0.011665287	0.001501338	0.007488853	0.008049213	0.003494299	0.009442276	0.004903592	0.005223813	0.004018925	0.006253658	0.005219397	0.003601548	0.013817673	0.003546574
k__Bacteria;p__Chloroflexi;c__Chloroflexi;Other;Other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Chloroflexi;c__Chloroflexi;o__AKIW781;f__	0.008385799	0.004219409	0.002024135	0.015550659	0.000997921	0.004208274	0.002338607	0.005801408	0.00108972	0.011399371	0.011472791	0.000191079	0.005843903	0.020352574	0.000525458	0.004053884	0.001575362	0.008376115	0.00155161	0.011521518	0.001011511	0.001087596	0.002696943	0.002074411
k__Bacteria;p__Chloroflexi;c__Chloroflexi;o__Chloroflexales;Other	0	0	3.86E-05	0	0	0	0	0	0	2.81E-05	0	0	0	0	5.25E-05	2.52E-05	0	0	0	0	0	0	3.33E-05	0
k__Bacteria;p__Chloroflexi;c__Chloroflexi;o__Chloroflexales;f__Chloroflexaceae	0	0	7.71E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Chloroflexi;c__Chloroflexi;o__Chloroflexales;f__FFCH7168	2.61E-05	0	0.000250607	0	2.08E-05	0	2.89E-05	0	0	0.000280773	0	0	0	0	0.000131365	0.00042805	0	0	0	0	2.02E-05	1.78E-05	0.000233069	0
k__Bacteria;p__Chloroflexi;c__Chloroflexi;o__Chloroflexales;f__Oscillochloridaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Chloroflexi;c__Chloroflexi;o__Herpetosiphonales;f__	0	0	0.00015422	0	0	0	0	0	0	2.81E-05	0	0	0	0	7.88E-05	0	2.22E-05	0	0	0	0	1.78E-05	3.33E-05	0
k__Bacteria;p__Chloroflexi;c__Chloroflexi;o__[Roseiflexales];Other	0	0	0	0	0	0	0	0	0	5.62E-05	1.92E-05	0	0	0	0.000105092	0	0	0	0	0	2.02E-05	0	0.000133182	0
k__Bacteria;p__Chloroflexi;c__Chloroflexi;o__[Roseiflexales];f__	0.000182868	0	0	0	2.08E-05	0	0	0	0	2.81E-05	0	0	4.33E-05	0	0.000709369	0	8.88E-05	0	0	0	0	1.78E-05	0.000632616	0
k__Bacteria;p__Chloroflexi;c__Chloroflexi;o__[Roseiflexales];f__[Kouleothrixaceae]	0.000600852	6.52E-05	0.001503643	2.50E-05	2.08E-05	0	0.000259845	0.000176872	0.004358881	0.001684636	5.77E-05	0	0.000216441	3.06E-05	0.001996742	0.000730203	0.000310635	9.01E-05	0.000101745	0	0.000849669	0.000695348	0.002730239	0.000669165
k__Bacteria;p__Chloroflexi;c__Ellin6529;o__;f__	0.001724183	0.001217974	0.003026564	0.000225372	0.000623701	0.000142653	0.001125996	0.008242244	0.003632401	0.00154425	0.001058731	0.000218376	0.003203325	3.06E-05	0.002837476	0.000453229	0.000732211	0.000450329	0.000585033	0	0.003884202	0.00319147	0.003928881	0.000468415
k__Bacteria;p__Chloroflexi;c__Gitt-GS-136;o__;f__	0.000104496	0.000173996	9.64E-05	0	2.08E-05	0.00010699	0	0.00031837	0.00036324	2.81E-05	1.92E-05	0	0.001038916	0	0.000236456	0	0.000177506	0	0.000228926	0	0.000485525	0.000517054	0.000765799	0
k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;Other;Other	7.84E-05	2.17E-05	1.93E-05	0.000175289	0	0.001890157	0.00034646	3.54E-05	0	0.000112309	0.003118443	0.000218376	0	6.12E-05	0	0.00040287	0	0.002701972	0.000178054	0.006623333	6.07E-05	0.000249612	9.99E-05	0.000334582
k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__;f__	0	0	0	0	2.08E-05	0	0.000144358	0	0	0	0	0.000109188	0	0	0	0.000125897	0	0	0	0	0	0	6.66E-05	0
k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__B10-SB3A;f__	5.22E-05	2.17E-05	0	0.000726198	0	0	0	3.54E-05	0	2.81E-05	0	0	0	0.000153027	0	5.04E-05	0	0	0	0.000215643	2.02E-05	0	0	0
k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__B12-WMSP1;f__	0.007314716	0.004306407	0.00023133	0.070416187	0.001351351	0.017439372	0.004417369	0.017722594	0.00036324	0.007889712	0.018017671	0.001747011	0.007358989	0.026259411	0.000210183	0.004683369	0.005258603	0.009907232	0.008241339	0.047996057	0.002569238	0.00192558	0.001698076	0.00629015
k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__Elev-1554;f__	0.00039186	0.001000478	3.86E-05	0.001802975	6.24E-05	0.000784593	0.000461947	0.001202731	0	0.000561545	0.000885484	0.000218376	0.00164495	0.001009977	0.000157638	0.000352512	0.000554705	0.000720526	0.000534161	0.002002403	0.000424835	0.000463566	0.000266365	0.000334582
k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__JG30-KF-AS9;f__	0	0.000152247	0	0	0	0	0	0	0	0	3.85E-05	0	8.66E-05	0	0	0	2.22E-05	0	0.000152617	0	0	0	0	0
k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__Ktedonobacterales;f__Ktedonobacteraceae	0.020977559	0.01439819	0.008790531	0.002028347	0.000997921	0.107275321	0.026042268	0.000459868	0.001816201	0.003172731	0.052147298	0.033711852	0.002380849	0.010742486	0.000683096	0.023895254	0.002928842	0.094749167	0.02612301	0.078771449	0.003863972	0.117085956	0.009422654	0.008966809
k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__TK10;f__	0.000182868	6.52E-05	5.78E-05	0.000250413	0	3.57E-05	0	0	0	8.42E-05	3.85E-05	0	0.000129865	0	5.25E-05	5.04E-05	0.000665646	0.000180131	0.000305235	0	0.000101151	0.000124806	3.33E-05	0.000200749
k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__Thermogemmatisporales;Other	2.61E-05	0	0	0	2.08E-05	3.57E-05	2.89E-05	0	0	0	0	2.73E-05	0	0	0	5.04E-05	2.22E-05	0	0	9.24E-05	4.05E-05	0	0	6.69E-05
k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__Thermogemmatisporales;f__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__Thermogemmatisporales;f__Thermogemmatisporaceae	0.024425925	0.015050676	0.005474804	0.03686082	0.004948025	0.088552068	0.113754475	0.005553787	0.016345805	0.013449012	0.069086989	0.131135011	0.01441496	0.022158291	0.007934423	0.05063578	0.027779627	0.056020895	0.045251056	0.157419673	0.033319172	0.019434093	0.01112073	0.026766595
k__Bacteria;p__Chloroflexi;c__P2-11E;o__;f__	0.001593563	0.000500239	5.78E-05	0.000776281	8.32E-05	0.00010699	0.001039381	0.000778238	0	0.001207323	0.000250245	0	0.003982512	0.000765134	0.000788188	5.04E-05	0.002551643	9.01E-05	0.001449865	0	0.001132892	0.002299998	0.002397283	0.001271413
k__Bacteria;p__Chloroflexi;c__S085;o__;f__	0.00013062	0.000739484	0.000443382	0	0	7.13E-05	0.000259845	0.000106123	0.00036324	0.000196541	5.77E-05	0.000109188	0.001212069	0	0.001156009	0.000100718	0.000887528	0.000450329	0.001068322	0	0.002124173	0.001533332	0.000632616	0.000669165
k__Bacteria;p__Chloroflexi;c__SAR202;o__;f__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Chloroflexi;c__SHA-26;o__;f__	0.000182868	0.000173996	3.86E-05	0.000225372	2.08E-05	0.000142653	0.000115487	0.000247621	0	0	0.000115498	8.19E-05	0.000129865	9.18E-05	7.88E-05	0.000125897	0.000177506	0	0.000381543	0.000123225	0.000121381	0.000124806	9.99E-05	0.000133833
k__Bacteria;p__Chloroflexi;c__TK10;Other;Other	0.000104496	6.52E-05	3.86E-05	0.000150248	0	7.13E-05	0	0	0	0.000112309	1.92E-05	0	0.000216441	0.000183632	2.63E-05	0	0.000133129	0	0.000152617	0.000985798	6.07E-05	7.13E-05	3.33E-05	0
k__Bacteria;p__Chloroflexi;c__TK10;o__;f__	0.000104496	4.35E-05	0.000481937	0	0	0	0	0	0	8.42E-05	0	0	0.000432882	0	0.000131365	0.000100718	0.000110941	0.000180131	0	0	0.000202302	0.000285271	0.000599321	0
k__Bacteria;p__Chloroflexi;c__TK10;o__AKYG885;f__	0.000104496	0	5.78E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.33E-05	0
k__Bacteria;p__Chloroflexi;c__TK10;o__AKYG885;f__5B-12	7.84E-05	0	0.000134942	0	2.08E-05	0.00010699	5.77E-05	3.54E-05	0	5.62E-05	0	2.73E-05	8.66E-05	0	7.88E-05	0.000125897	4.44E-05	0	0	0	0.000364144	0.000124806	9.99E-05	0
k__Bacteria;p__Chloroflexi;c__TK10;o__AKYG885;f__Dolo_23	0.000679224	0	0.001657863	0	4.16E-05	0.00010699	0.000317589	0	0.002179441	0.001066936	0.000115498	2.73E-05	0.000303017	0	0.000604277	0.00042805	0.000110941	9.01E-05	2.54E-05	0	0.000708058	0.00032093	0.001797962	0.000334582
k__Bacteria;p__Chloroflexi;c__TK10;o__B07_WMSP1;Other	5.22E-05	8.70E-05	0	0.000425702	2.08E-05	0.00010699	2.89E-05	0.000459868	0	0	3.85E-05	0	4.33E-05	0.000183632	0	2.52E-05	2.22E-05	9.01E-05	2.54E-05	0.000739349	0	0	0	0
k__Bacteria;p__Chloroflexi;c__TK10;o__B07_WMSP1;f__	0.000156744	4.35E-05	7.71E-05	0.000150248	2.08E-05	0.000178317	2.89E-05	0	0	0.000336927	0.000288745	5.46E-05	4.33E-05	0.000153027	5.25E-05	0.000327332	2.22E-05	0.000180131	5.09E-05	0.001109023	0.000242763	3.57E-05	9.99E-05	6.69E-05
k__Bacteria;p__Chloroflexi;c__TK10;o__B07_WMSP1;f__FFCH4570	0.002978134	0.002153204	0.001272314	0.013046527	0.00043659	0.004386591	0.00664049	0.001061233	0.002542681	0.002891959	0.006294635	0.011956106	0.00354963	0.005723205	0.001234827	0.002719376	0.004237946	0.006844997	0.006231877	0.023351098	0.00922498	0.00256744	0.004794566	0.004617238
k__Bacteria;p__Chloroflexi;c__TK17;Other;Other	0.00013062	0.000173996	0	0.00475785	0.00031185	0.00010699	5.77E-05	0.006155152	0	0.000280773	0.000192496	0	8.66E-05	3.06E-05	7.88E-05	0.000151076	0.000155317	9.01E-05	0.000152617	0.005052217	8.09E-05	5.35E-05	3.33E-05	0.000200749
k__Bacteria;p__Chloroflexi;c__TK17;o__;f__	0.000235116	6.52E-05	1.93E-05	0.001151901	0	3.57E-05	0.000144358	0.000389119	0	2.81E-05	0.000134748	0.000245673	8.66E-05	0.000275448	0.000105092	5.04E-05	0.00024407	9.01E-05	0.00020349	0.00194079	0.000242763	0.000124806	3.33E-05	0.000334582
k__Bacteria;p__Chloroflexi;c__TK17;o__mle1-48;f__	0	0.000152247	1.93E-05	0	0	0	0	0.001804096	0	0	0	0	0.000303017	0	0.000315275	0	0.000399388	0	0.000178054	0	0.000445065	0.000303101	6.66E-05	0.000334582
k__Bacteria;p__Chloroflexi;c__Thermomicrobia;Other;Other	0	0	0	2.50E-05	0	0	0	0	0	0.000112309	0	0	4.33E-05	6.12E-05	0	2.52E-05	2.22E-05	0	0	0	8.09E-05	0	0	0
k__Bacteria;p__Chloroflexi;c__Thermomicrobia;o__;f__	0.000313488	0.000195746	0.000404827	0.001101818	0.00016632	3.57E-05	0.00017323	0.000141498	0	0.000533468	0.000461992	0.000136485	0.000735899	0.000275448	0.000157638	0.000327332	6.66E-05	0	5.09E-05	0	2.02E-05	3.57E-05	0.000199774	0
k__Bacteria;p__Chloroflexi;c__Thermomicrobia;o__AKYG1722;f__	7.84E-05	4.35E-05	0.000424105	0.000150248	0	0	0.000115487	0.000742863	0.00036324	0.000336927	3.85E-05	0	0.000173153	0	0.000210183	7.55E-05	0.000133129	0	0.000152617	0	0.000182072	3.57E-05	3.33E-05	6.69E-05
k__Bacteria;p__Chloroflexi;c__Thermomicrobia;o__Ellin6537;f__	0.001358447	0.003218931	0.000539769	0.010918015	0.00049896	0.001997147	0.000837279	0.003502069	0.00108972	0.001460018	0.002271459	0.000955397	0.001947968	0.002785089	0.000236456	0.001460405	0.001264727	0.004323156	0.001577046	0.012753766	0.001719569	0.000784496	0.000732503	0.00133833
k__Bacteria;p__Chloroflexi;c__Thermomicrobia;o__JG30-KF-CM45;f__	0	8.70E-05	0.00283379	7.51E-05	0.001247401	0	0	0.000282996	0.00108972	0.000168464	3.85E-05	0	0.000216441	9.18E-05	2.63E-05	0.000226615	0.000133129	0	7.63E-05	0	0.000141612	3.57E-05	0.000399547	0
k__Bacteria;p__Chloroflexi;c__Thermomicrobia;o__Sphaerobacterales;f__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Cyanobacteria;Other;Other;Other	0.004388829	0.062116664	1.93E-05	0.002153553	4.16E-05	0.00235378	0.001934404	3.54E-05	0	0.001066936	0.000500491	0	0.002207697	0.001591479	0.004965582	0.000377691	0.004859216	0.001801315	0.006460803	0.000616124	2.02E-05	0.00032093	0.000799094	0.000869914
k__Bacteria;p__Cyanobacteria;c__;o__;f__	0.001776431	0.001130976	0.001079539	0.001252066	0.00010395	0	0.000230974	3.54E-05	0.00036324	0.028723046	0.00111648	0	0.0040258	0.000581502	0.000315275	0.004985522	0.001153786	9.01E-05	0.000356107	0	4.05E-05	0.000142636	0.000898981	0.001204497
k__Bacteria;p__Cyanobacteria;c__4C0d-2;Other;Other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.22E-05	0	0	0	2.02E-05	0	0	0
k__Bacteria;p__Cyanobacteria;c__4C0d-2;o__MLE1-12;f__	0.000339612	0.001087477	5.78E-05	7.51E-05	0.00010395	0.000784593	0.000375332	3.54E-05	0.00072648	0.000112309	0.000115498	5.46E-05	0.002554002	0.000826345	0.001103463	0.000251794	0.005147662	0.001080789	0.002212952	0	0.001699338	0.002959688	0.001098755	0.004817987
k__Bacteria;p__Cyanobacteria;c__4C0d-2;o__SM1D11;f__	5.22E-05	0.000413241	0.00023133	0	4.16E-05	0.000392297	0.000202102	0	0.00036324	0	0.000307994	0.000382159	4.33E-05	0	0.000157638	0.000100718	0.000399388	0	0.001170067	0	2.02E-05	0.000231783	0.000266365	0.000401499
k__Bacteria;p__Cyanobacteria;c__4C0d-2;o__YS2;f__	0	0	0	0	0	0	0	3.54E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Cyanobacteria;c__Chloroplast;Other;Other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Chlorophyta;f__Chlamydomonadaceae	0	0	0.000115665	0	2.08E-05	3.57E-05	2.89E-05	0	0	0.000673854	1.92E-05	0	0	0	5.25E-05	0	0.000110941	0.000270197	0	0	0	0	0	6.69E-05
k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Chlorophyta;f__Trebouxiophyceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Streptophyta;f__	0	4.35E-05	0	0	0	0	0	0	0	0	0	2.73E-05	8.66E-05	3.06E-05	5.25E-05	0	0	0	0	0.000123225	0	0	6.66E-05	6.69E-05
k__Bacteria;p__Cyanobacteria;c__Gloeobacterophycideae;o__Gloeobacterales;f__Gloeobacteraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000267666
k__Bacteria;p__Cyanobacteria;c__ML635J-21;o__;f__	0.000914339	0.000500239	0.000443382	0.003330495	0.002972973	0.00117689	0.000866151	0.002405462	0.001816201	0.001460018	0.001289726	0.000300268	0.001601662	0.001713901	0.001024644	0.001812917	0.001065034	0.000270197	0.001246375	9.24E-05	0.000748518	0.001087596	0.001065459	0.001672912
k__Bacteria;p__Cyanobacteria;c__Nostocophycideae;Other;Other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Cyanobacteria;c__Nostocophycideae;o__;f__	0.000156744	0	0	0	0	0	2.89E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Cyanobacteria;c__Nostocophycideae;o__Nostocales;Other	0	0	0.000192775	0	0	3.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Cyanobacteria;c__Nostocophycideae;o__Nostocales;f__Nostocaceae	0.005224797	0	0.014168948	0.00132719	8.32E-05	0.00096291	0.000288717	0	0	0.00030885	1.92E-05	2.73E-05	0.000216441	0.001866928	5.25E-05	0.002442402	0.000843152	0.02413762	0.000178054	0.008440898	2.02E-05	0.000178294	0.00053273	0.010438972
k__Bacteria;p__Cyanobacteria;c__Nostocophycideae;o__Nostocales;f__Scytonemataceae	0.002455655	0	0	0.000200331	2.08E-05	0	0.000115487	0	0	2.81E-05	0	0	0.000173153	6.12E-05	0	0	0.000599081	0.000270197	0.000483288	0	0	0.000285271	0.000566025	0.01371788
k__Bacteria;p__Cyanobacteria;c__Oscillatoriophycideae;Other;Other	5.22E-05	0.000587237	3.86E-05	2.50E-05	0	0.000249643	2.89E-05	0	0	0	5.77E-05	0	0.000129865	0	5.25E-05	0	4.44E-05	0.000720526	0.000101745	9.24E-05	0	3.57E-05	3.33E-05	0
k__Bacteria;p__Cyanobacteria;c__Oscillatoriophycideae;o__Chroococcales;Other	7.84E-05	0.002240202	0	0	0	3.57E-05	2.89E-05	0	0	0	1.92E-05	0	4.33E-05	0	0	0	0	0	0.000330671	0	0	0	0	0
k__Bacteria;p__Cyanobacteria;c__Oscillatoriophycideae;o__Chroococcales;f__Xenococcaceae	0.00013062	0.000652486	0.001118094	0	0	0.005884451	2.89E-05	0	0	0	0	0	0	3.06E-05	0.000289002	0	8.88E-05	0.001080789	7.63E-05	0	0	0	6.66E-05	6.69E-05
k__Bacteria;p__Cyanobacteria;c__Oscillatoriophycideae;o__Oscillatoriales;Other	0	0	0	0	0	0	0	0	0	0	0	0	0	3.06E-05	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Cyanobacteria;c__Oscillatoriophycideae;o__Oscillatoriales;f__Phormidiaceae	0.055591839	0.102222802	0.009754405	0.086843291	0.002515593	0.030991441	0.026157755	7.07E-05	0.00036324	0.109725966	0.00600589	5.46E-05	0.024457816	0.067760299	0.058352162	0.002744555	0.044576094	0.005944339	0.023655695	6.16E-05	4.05E-05	0.001889921	0.004361723	0.006691649
k__Bacteria;p__Cyanobacteria;c__Synechococcophycideae;o__Pseudanabaenales;Other	0	0	0	0	0	0	0	0	0	0.000112309	0	0	0	0	2.63E-05	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Cyanobacteria;c__Synechococcophycideae;o__Pseudanabaenales;f__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00044664	0	0.000110941	0	0	0	0	0	0	0
k__Bacteria;p__Cyanobacteria;c__Synechococcophycideae;o__Pseudanabaenales;f__Pseudanabaenaceae	0.004179838	0.048088216	0.001561476	0.00132719	0.00010395	3.57E-05	0.006842592	0	0.00036324	0.006457772	0.000904733	2.73E-05	0.013202892	0.00615168	0.011927907	0.001107894	0.039650314	0.000540394	0.017551	0	8.09E-05	0.000802325	0.002896717	0.00361349
k__Bacteria;p__Cyanobacteria;c__Synechococcophycideae;o__Synechococcales;f__Chamaesiphonaceae	0	0.002522946	0	0.00075124	2.08E-05	0	0.000202102	0	0	0.000449236	3.85E-05	0	0.003333189	0.001377242	5.25E-05	0.000100718	0.000732211	0	0.00289973	3.08E-05	0	0.000124806	0.000332956	0.000267666
k__Bacteria;p__Elusimicrobia;Other;Other;Other	2.61E-05	0	0	0	0	0	0	0	0.00036324	0	0	0	4.33E-05	0	7.88E-05	0	0	0	0	0	0	8.91E-05	3.33E-05	0
k__Bacteria;p__Elusimicrobia;c__;o__;f__	0	4.35E-05	0	0	0	0	0	0	0	0	0	0	0	0	0.000289002	0	4.44E-05	0	2.54E-05	0	4.05E-05	0	0	0
k__Bacteria;p__Elusimicrobia;c__Elusimicrobia;Other;Other	2.61E-05	2.17E-05	0	0	0.000935551	0.00010699	0	0.000106123	0	0.000112309	0	0	0	0	0	5.04E-05	0	0	5.09E-05	6.16E-05	0	1.78E-05	0	6.69E-05
k__Bacteria;p__Elusimicrobia;c__Elusimicrobia;o__Elusimicrobiales;f__	0	0.000152247	0	0	0	0	5.77E-05	0.000424493	0	0	0	5.46E-05	0.00047617	0.000122421	0.001129736	0	0.000843152	9.01E-05	0.000228926	0	0.000445065	0.000303101	3.33E-05	0.001405246
k__Bacteria;p__Elusimicrobia;c__Elusimicrobia;o__FAC88;f__	0.005930144	0.006655357	0.001002429	0.003029999	0.002640333	0.003459344	0.005254648	0.011425944	0.00072648	0.005783917	0.004446669	0.001828902	0.005843903	0.001805717	0.003625663	0.00337404	0.003971688	0.004953616	0.004782011	0.001509504	0.003358217	0.004403873	0.003163082	0.004148822
k__Bacteria;p__Elusimicrobia;c__Elusimicrobia;o__IIb;f__	0.001462943	0.000739484	0.000597602	0.000125207	0.00014553	0.00053495	0.000808407	0.00159185	0	0.002105795	0.000134748	0.000327565	0.00047617	0	0.00215438	0.001334508	0.000665646	0.000360263	0.000254362	0	0.000869899	0.002139533	0.001631484	0.001405246
k__Bacteria;p__Elusimicrobia;c__Elusimicrobia;o__MVP-88;f__	2.61E-05	0	0	0	0	0	0	0	0.00036324	0	0	0	0	0	0.000157638	0	0	0	0	0	2.02E-05	5.35E-05	9.99E-05	6.69E-05
k__Bacteria;p__Elusimicrobia;c__Endomicrobia;o__;f__	0	0	0	0	0	0	2.89E-05	0	0	0	0	0	4.33E-05	0	0.000236456	0	0	0	0	0	0	1.78E-05	0	0
k__Bacteria;p__FBP;c__;o__;f__	0.007001228	0.003023185	0.01170143	0.006786197	0.002016632	0.006562054	0.002598452	0.004952421	0.00145296	0.004604672	0.003888429	0.002183764	0.004328817	0.004621412	0.002653565	0.005539469	0.002396326	0.005133748	0.001780536	0.004466899	0.002002792	0.001675968	0.005094227	0.003680407
k__Bacteria;p__FCPU426;c__;o__;f__	0	2.17E-05	0	0	4.16E-05	0	0	0	0	0	0	2.73E-05	8.66E-05	0.000183632	0.000105092	0	0.001442233	0.000270197	0.000763087	0	0.000182072	7.13E-05	0	0.000401499
k__Bacteria;p__Fibrobacteres;c__;o__;f__	0	0	0	0	0	0	0	0.000141498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Fibrobacteres;c__Fibrobacteria;o__258ds10;f__	0.000626976	8.70E-05	0.00046266	2.50E-05	8.32E-05	3.57E-05	5.77E-05	0.000106123	0.00108972	0.000224618	1.92E-05	0.000136485	0.000779187	0	0.000157638	0.004179781	0.001175975	9.01E-05	0	0	0.000182072	0.000249612	0.001764667	0.001204497
k__Bacteria;p__Firmicutes;Other;Other;Other	0.001123331	0.001544217	3.86E-05	0.000400661	4.16E-05	0.00010699	0.00017323	3.54E-05	0	0.001151168	0.000250245	2.73E-05	0.001038916	0.00079574	0.000210183	0.000176256	0.000976281	9.01E-05	0.00061047	0	0.000161842	0.000213953	0.00053273	0.000267666
k__Bacteria;p__Firmicutes;c__Bacilli;Other;Other	0	0	0	0	0	0	0	0	0	2.81E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
